Provider,PotentialFraud,ip_total_reimb,ip_total_deduct,ip_num_claims,ip_avg_duration,ip_max_duration,op_total_reimb,op_total_deduct,op_num_claims,op_avg_duration,op_max_duration,bene_count,avg_num_chronic,total_reimb,total_deduct,total_claims,reimb_per_claim,deduct_per_claim,ip_to_op_claim_ratio,bene_per_claim,Fraud
PRV51015,No,0.0,0.0,0.0,0.0,0.0,700.0,0.0,8.0,0.375,3.0,7,15.428571428571429,700.0,0.0,8.0,77.77777777777777,0.0,0.0,0.7777777777777778,0
PRV51016,No,0.0,0.0,0.0,0.0,0.0,170.0,0.0,6.0,0.3333333333333333,2.0,6,16.5,170.0,0.0,6.0,24.285714285714285,0.0,0.0,0.8571428571428571,0
PRV51017,No,0.0,0.0,0.0,0.0,0.0,142720.0,1050.0,515.0,1.3572815533980582,20.0,420,17.752380952380953,142720.0,1050.0,515.0,276.5891472868217,2.0348837209302326,0.0,0.813953488372093,0
PRV51021,Yes,269000.0,30972.0,29.0,4.793103448275862,17.0,79830.0,520.0,228.0,1.644736842105263,20.0,208,17.53846153846154,348830.0,31492.0,257.0,1352.0542635658915,122.06201550387597,0.12663755458515283,0.8062015503875969,1
PRV51023,No,54000.0,8544.0,9.0,3.5555555555555554,10.0,11610.0,80.0,27.0,3.7037037037037037,20.0,35,17.571428571428573,65610.0,8624.0,36.0,1773.2432432432433,233.0810810810811,0.32142857142857145,0.9459459459459459,0
PRV51024,No,61000.0,9612.0,9.0,4.333333333333333,10.0,3050.0,90.0,30.0,0.8333333333333334,20.0,38,17.236842105263158,64050.0,9702.0,39.0,1601.25,242.55,0.2903225806451613,0.95,0
PRV51025,No,86000.0,13884.0,13.0,7.0,28.0,32350.0,400.0,74.0,1.3243243243243243,20.0,76,17.67105263157895,118350.0,14284.0,87.0,1344.8863636363637,162.3181818181818,0.17333333333333334,0.8636363636363636,0
PRV51026,No,0.0,0.0,0.0,0.0,0.0,19840.0,340.0,76.0,1.0921052631578947,20.0,56,17.946428571428573,19840.0,340.0,76.0,257.6623376623377,4.415584415584416,0.0,0.7272727272727273,0
PRV51027,No,0.0,0.0,0.0,0.0,0.0,29840.0,0.0,53.0,2.1320754716981134,20.0,44,17.34090909090909,29840.0,0.0,53.0,552.5925925925926,0.0,0.0,0.8148148148148148,0
PRV51029,No,0.0,0.0,0.0,0.0,0.0,30660.0,160.0,93.0,0.6989247311827957,20.0,79,18.227848101265824,30660.0,160.0,93.0,326.17021276595744,1.702127659574468,0.0,0.8404255319148937,0
PRV51030,No,705600.0,86508.0,82.0,4.621951219512195,23.0,34160.0,240.0,89.0,1.8876404494382022,20.0,145,17.30344827586207,739760.0,86748.0,171.0,4300.930232558139,504.3488372093023,0.9111111111111111,0.8430232558139535,0
PRV51031,No,329000.0,29904.0,28.0,5.535714285714286,18.0,30720.0,340.0,157.0,1.3694267515923566,20.0,157,17.178343949044585,359720.0,30244.0,185.0,1933.978494623656,162.6021505376344,0.17721518987341772,0.8440860215053764,0
PRV51032,No,0.0,0.0,0.0,0.0,0.0,5420.0,50.0,23.0,0.9130434782608695,12.0,21,17.428571428571427,5420.0,50.0,23.0,225.83333333333334,2.0833333333333335,0.0,0.875,0
PRV51035,No,29000.0,1068.0,1.0,14.0,14.0,3560.0,360.0,29.0,1.8620689655172413,20.0,25,17.36,32560.0,1428.0,30.0,1050.3225806451612,46.064516129032256,0.03333333333333333,0.8064516129032258,0
PRV51036,No,0.0,0.0,0.0,0.0,0.0,74880.0,1410.0,278.0,1.0503597122302157,20.0,131,18.12213740458015,74880.0,1410.0,278.0,268.38709677419354,5.053763440860215,0.0,0.46953405017921146,0
PRV51037,Yes,214000.0,24564.0,23.0,4.521739130434782,17.0,128230.0,960.0,431.0,1.3735498839907192,20.0,206,17.854368932038835,342230.0,25524.0,454.0,752.1538461538462,56.096703296703296,0.05324074074074074,0.45274725274725275,1
PRV51038,No,229600.0,30972.0,30.0,4.033333333333333,24.0,35890.0,220.0,111.0,1.1711711711711712,20.0,107,17.327102803738317,265490.0,31192.0,141.0,1869.6478873239437,219.66197183098592,0.26785714285714285,0.7535211267605634,0
PRV51040,No,63000.0,8544.0,9.0,10.555555555555555,33.0,11470.0,240.0,77.0,0.6233766233766234,17.0,69,17.91304347826087,74470.0,8784.0,86.0,855.9770114942529,100.96551724137932,0.11538461538461539,0.7931034482758621,0
PRV51041,No,0.0,0.0,0.0,0.0,0.0,7410.0,270.0,34.0,2.3529411764705883,20.0,31,17.967741935483872,7410.0,270.0,34.0,211.71428571428572,7.714285714285714,0.0,0.8857142857142857,0
PRV51042,No,0.0,0.0,0.0,0.0,0.0,48050.0,310.0,142.0,1.232394366197183,20.0,128,18.03125,48050.0,310.0,142.0,336.013986013986,2.167832167832168,0.0,0.8951048951048951,0
PRV51043,No,0.0,0.0,0.0,0.0,0.0,4480.0,0.0,23.0,0.0,0.0,20,17.6,4480.0,0.0,23.0,186.66666666666666,0.0,0.0,0.8333333333333334,0
PRV51044,No,0.0,0.0,0.0,0.0,0.0,21330.0,130.0,59.0,2.152542372881356,20.0,39,17.76923076923077,21330.0,130.0,59.0,355.5,2.1666666666666665,0.0,0.65,0
PRV51045,No,0.0,0.0,0.0,0.0,0.0,8390.0,40.0,31.0,2.2580645161290325,20.0,29,17.724137931034484,8390.0,40.0,31.0,262.1875,1.25,0.0,0.90625,0
PRV51046,No,101000.0,8544.0,8.0,4.5,9.0,8370.0,100.0,30.0,0.8666666666666667,20.0,26,17.346153846153847,109370.0,8644.0,38.0,2804.358974358974,221.64102564102564,0.25806451612903225,0.6666666666666666,0
PRV51047,No,0.0,0.0,0.0,0.0,0.0,2530.0,0.0,11.0,3.090909090909091,20.0,11,18.09090909090909,2530.0,0.0,11.0,210.83333333333334,0.0,0.0,0.9166666666666666,0
PRV51048,No,19000.0,4272.0,4.0,4.75,10.0,8700.0,80.0,34.0,0.11764705882352941,3.0,33,17.09090909090909,27700.0,4352.0,38.0,710.2564102564103,111.58974358974359,0.11428571428571428,0.8461538461538461,0
PRV51049,No,0.0,0.0,0.0,0.0,0.0,21720.0,190.0,71.0,1.7887323943661972,20.0,65,17.584615384615386,21720.0,190.0,71.0,301.6666666666667,2.638888888888889,0.0,0.9027777777777778,0
PRV51052,Yes,14000.0,2136.0,2.0,9.0,14.0,16800.0,210.0,44.0,1.9772727272727273,20.0,37,17.864864864864863,30800.0,2346.0,46.0,655.3191489361702,49.91489361702128,0.044444444444444446,0.7872340425531915,1
PRV51053,No,8000.0,1068.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,1,18.0,8000.0,1068.0,1.0,4000.0,534.0,1.0,0.5,0
PRV51054,No,0.0,0.0,0.0,0.0,0.0,15130.0,140.0,57.0,2.3508771929824563,20.0,40,18.425,15130.0,140.0,57.0,260.86206896551727,2.413793103448276,0.0,0.6896551724137931,0
PRV51055,No,16700.0,2136.0,2.0,5.5,6.0,4940.0,70.0,20.0,0.1,2.0,22,17.318181818181817,21640.0,2206.0,22.0,940.8695652173913,95.91304347826087,0.09523809523809523,0.9565217391304348,0
PRV51056,No,8000.0,2136.0,2.0,3.0,5.0,6700.0,10.0,20.0,0.5,4.0,21,16.571428571428573,14700.0,2146.0,22.0,639.1304347826087,93.30434782608695,0.09523809523809523,0.9130434782608695,0
PRV51057,No,0.0,0.0,0.0,0.0,0.0,6830.0,0.0,5.0,0.0,0.0,4,19.0,6830.0,0.0,5.0,1138.3333333333333,0.0,0.0,0.6666666666666666,0
PRV51058,No,91000.0,5340.0,5.0,7.4,16.0,16030.0,200.0,78.0,0.9102564102564102,20.0,75,17.52,107030.0,5540.0,83.0,1274.1666666666667,65.95238095238095,0.06329113924050633,0.8928571428571429,0
PRV51059,Yes,401000.0,26700.0,25.0,6.88,35.0,20060.0,240.0,71.0,0.9295774647887324,20.0,82,17.975609756097562,421060.0,26940.0,96.0,4340.8247422680415,277.7319587628866,0.3472222222222222,0.845360824742268,1
PRV51060,No,35000.0,5340.0,5.0,4.8,9.0,8710.0,0.0,37.0,1.972972972972973,20.0,42,17.476190476190474,43710.0,5340.0,42.0,1016.5116279069767,124.18604651162791,0.13157894736842105,0.9767441860465116,0
PRV51061,No,3000.0,1068.0,1.0,8.0,8.0,51940.0,260.0,144.0,2.3541666666666665,20.0,67,17.955223880597014,54940.0,1328.0,145.0,376.3013698630137,9.095890410958905,0.006896551724137931,0.4589041095890411,0
PRV51062,No,45000.0,3204.0,3.0,4.333333333333333,6.0,108380.0,740.0,394.0,1.5761421319796953,20.0,166,18.0,153380.0,3944.0,397.0,385.37688442211055,9.909547738693467,0.007594936708860759,0.41708542713567837,0
PRV51063,No,0.0,0.0,0.0,0.0,0.0,51110.0,160.0,149.0,1.610738255033557,20.0,115,17.57391304347826,51110.0,160.0,149.0,340.73333333333335,1.0666666666666667,0.0,0.7666666666666667,0
PRV51064,Yes,280000.0,38448.0,36.0,5.305555555555555,29.0,80320.0,500.0,267.0,1.4981273408239701,20.0,227,17.47136563876652,360320.0,38948.0,303.0,1185.2631578947369,128.1184210526316,0.13432835820895522,0.7467105263157895,1
PRV51065,No,75000.0,9612.0,10.0,5.6,17.0,1570.0,110.0,18.0,1.4444444444444444,20.0,26,17.384615384615383,76570.0,9722.0,28.0,2640.344827586207,335.2413793103448,0.5263157894736842,0.896551724137931,0
PRV51066,No,19000.0,2136.0,2.0,2.0,3.0,5790.0,100.0,22.0,1.0,20.0,21,18.19047619047619,24790.0,2236.0,24.0,991.6,89.44,0.08695652173913043,0.84,0
PRV51067,Yes,326000.0,12816.0,12.0,6.583333333333333,23.0,8520.0,280.0,46.0,1.1956521739130435,20.0,49,17.775510204081634,334520.0,13096.0,58.0,5669.830508474576,221.96610169491527,0.2553191489361702,0.8305084745762712,1
PRV51068,No,77000.0,8544.0,9.0,3.0,6.0,66260.0,440.0,252.0,1.3174603174603174,20.0,214,17.845794392523363,143260.0,8984.0,261.0,546.7938931297709,34.29007633587786,0.03557312252964427,0.816793893129771,0
PRV51070,No,101000.0,10680.0,10.0,4.1,15.0,24410.0,300.0,89.0,1.6629213483146068,20.0,69,17.92753623188406,125410.0,10980.0,99.0,1254.1,109.8,0.1111111111111111,0.69,0
PRV51071,No,0.0,0.0,0.0,0.0,0.0,8550.0,50.0,24.0,2.0833333333333335,20.0,24,17.125,8550.0,50.0,24.0,342.0,2.0,0.0,0.96,0
PRV51072,No,72000.0,11748.0,12.0,4.25,13.0,47170.0,430.0,200.0,1.375,20.0,160,17.59375,119170.0,12178.0,212.0,559.4835680751173,57.17370892018779,0.05970149253731343,0.7511737089201878,0
PRV51074,No,31000.0,5340.0,5.0,2.6,4.0,10170.0,80.0,34.0,1.7941176470588236,20.0,39,17.384615384615383,41170.0,5420.0,39.0,1029.25,135.5,0.14285714285714285,0.975,0
PRV51075,No,0.0,0.0,0.0,0.0,0.0,8550.0,70.0,17.0,1.1764705882352942,20.0,13,17.384615384615383,8550.0,70.0,17.0,475.0,3.888888888888889,0.0,0.7222222222222222,0
PRV51076,No,0.0,0.0,0.0,0.0,0.0,10230.0,50.0,29.0,1.1724137931034482,20.0,27,17.11111111111111,10230.0,50.0,29.0,341.0,1.6666666666666667,0.0,0.9,0
PRV51077,Yes,199000.0,16020.0,16.0,5.9375,19.0,5350.0,200.0,17.0,2.5294117647058822,20.0,30,16.533333333333335,204350.0,16220.0,33.0,6010.294117647059,477.05882352941177,0.8888888888888888,0.8823529411764706,1
PRV51078,No,76000.0,8544.0,9.0,6.666666666666667,21.0,2270.0,100.0,14.0,0.07142857142857142,1.0,23,17.782608695652176,78270.0,8644.0,23.0,3261.25,360.1666666666667,0.6,0.9583333333333334,0
PRV51081,No,79000.0,6408.0,6.0,6.0,10.0,45080.0,760.0,194.0,1.4845360824742269,20.0,131,17.519083969465647,124080.0,7168.0,200.0,617.3134328358209,35.66169154228856,0.03076923076923077,0.6517412935323383,0
PRV51082,No,0.0,0.0,0.0,0.0,0.0,5470.0,70.0,34.0,1.1764705882352942,20.0,31,18.06451612903226,5470.0,70.0,34.0,156.28571428571428,2.0,0.0,0.8857142857142857,0
PRV51083,No,0.0,0.0,0.0,0.0,0.0,18100.0,140.0,90.0,1.3777777777777778,20.0,81,17.395061728395063,18100.0,140.0,90.0,198.9010989010989,1.5384615384615385,0.0,0.8901098901098901,0
PRV51084,Yes,191000.0,21360.0,20.0,5.65,28.0,24580.0,530.0,90.0,0.7888888888888889,20.0,85,17.55294117647059,215580.0,21890.0,110.0,1942.162162162162,197.2072072072072,0.21978021978021978,0.7657657657657657,1
PRV51086,No,413000.0,33108.0,31.0,4.838709677419355,11.0,33170.0,60.0,108.0,2.212962962962963,20.0,115,17.57391304347826,446170.0,33168.0,139.0,3186.9285714285716,236.9142857142857,0.28440366972477066,0.8214285714285714,0
PRV51089,No,177000.0,18156.0,18.0,5.166666666666667,14.0,53900.0,540.0,210.0,1.3952380952380952,20.0,197,17.614213197969544,230900.0,18696.0,228.0,1008.296943231441,81.64192139737992,0.08530805687203792,0.8602620087336245,0
PRV51090,No,0.0,0.0,0.0,0.0,0.0,5830.0,60.0,7.0,5.714285714285714,20.0,7,17.714285714285715,5830.0,60.0,7.0,728.75,7.5,0.0,0.875,0
PRV51091,No,0.0,0.0,0.0,0.0,0.0,9270.0,80.0,44.0,0.9318181818181818,20.0,44,17.5,9270.0,80.0,44.0,206.0,1.7777777777777777,0.0,0.9777777777777777,0
PRV51093,No,11000.0,2136.0,2.0,6.0,11.0,2710.0,0.0,7.0,0.14285714285714285,1.0,9,17.333333333333332,13710.0,2136.0,9.0,1371.0,213.6,0.25,0.9,0
PRV51096,No,0.0,0.0,0.0,0.0,0.0,3200.0,100.0,5.0,4.0,20.0,5,17.2,3200.0,100.0,5.0,533.3333333333334,16.666666666666668,0.0,0.8333333333333334,0
PRV51097,No,0.0,0.0,0.0,0.0,0.0,44420.0,230.0,125.0,1.744,20.0,71,18.323943661971832,44420.0,230.0,125.0,352.53968253968253,1.8253968253968254,0.0,0.5634920634920635,0
PRV51098,No,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,0.0,0.0,4,16.0,300.0,0.0,4.0,60.0,0.0,0.0,0.8,0
PRV51100,No,78000.0,5340.0,5.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,5,18.4,78000.0,5340.0,5.0,13000.0,890.0,5.0,0.8333333333333334,0
PRV51101,No,16600.0,3204.0,3.0,3.3333333333333335,6.0,0.0,0.0,0.0,0.0,0.0,3,15.666666666666666,16600.0,3204.0,3.0,4150.0,801.0,3.0,0.75,0
PRV51102,No,148000.0,12816.0,12.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,11,17.363636363636363,148000.0,12816.0,12.0,11384.615384615385,985.8461538461538,12.0,0.8461538461538461,0
PRV51103,Yes,0.0,0.0,0.0,0.0,0.0,440.0,60.0,6.0,0.0,0.0,4,14.75,440.0,60.0,6.0,62.857142857142854,8.571428571428571,0.0,0.5714285714285714,1
PRV51104,No,0.0,0.0,0.0,0.0,0.0,1900.0,110.0,12.0,1.1666666666666667,14.0,9,17.22222222222222,1900.0,110.0,12.0,146.15384615384616,8.461538461538462,0.0,0.6923076923076923,0
PRV51105,No,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,12.0,3.3333333333333335,20.0,12,16.916666666666668,6540.0,0.0,12.0,503.0769230769231,0.0,0.0,0.9230769230769231,0
PRV51108,No,156000.0,19224.0,19.0,5.2631578947368425,16.0,0.0,0.0,0.0,0.0,0.0,19,16.05263157894737,156000.0,19224.0,19.0,7800.0,961.2,19.0,0.95,0
PRV51109,No,18000.0,3204.0,3.0,6.333333333333333,9.0,0.0,0.0,0.0,0.0,0.0,3,13.666666666666666,18000.0,3204.0,3.0,4500.0,801.0,3.0,0.75,0
PRV51110,No,27000.0,5340.0,5.0,10.2,28.0,0.0,0.0,0.0,0.0,0.0,5,16.4,27000.0,5340.0,5.0,4500.0,890.0,5.0,0.8333333333333334,0
PRV51111,No,0.0,0.0,0.0,0.0,0.0,54860.0,200.0,132.0,2.462121212121212,20.0,85,17.694117647058825,54860.0,200.0,132.0,412.4812030075188,1.5037593984962405,0.0,0.6390977443609023,0
PRV51112,No,0.0,0.0,0.0,0.0,0.0,105250.0,810.0,304.0,1.8453947368421053,20.0,195,17.866666666666667,105250.0,810.0,304.0,345.08196721311475,2.6557377049180326,0.0,0.639344262295082,0
PRV51113,No,0.0,0.0,0.0,0.0,0.0,46390.0,550.0,132.0,1.5454545454545454,20.0,78,18.102564102564102,46390.0,550.0,132.0,348.796992481203,4.135338345864661,0.0,0.5864661654135338,0
PRV51114,No,0.0,0.0,0.0,0.0,0.0,76720.0,560.0,262.0,1.1984732824427482,20.0,160,17.76875,76720.0,560.0,262.0,291.71102661596956,2.129277566539924,0.0,0.6083650190114068,0
PRV51115,No,0.0,0.0,0.0,0.0,0.0,980.0,20.0,7.0,0.0,0.0,6,17.5,980.0,20.0,7.0,122.5,2.5,0.0,0.75,0
PRV51117,No,0.0,0.0,0.0,0.0,0.0,1950.0,0.0,12.0,1.75,20.0,10,16.2,1950.0,0.0,12.0,150.0,0.0,0.0,0.7692307692307693,0
PRV51118,No,136000.0,14952.0,16.0,4.25,13.0,0.0,0.0,0.0,0.0,0.0,16,16.9375,136000.0,14952.0,16.0,8000.0,879.5294117647059,16.0,0.9411764705882353,0
PRV51119,Yes,985000.0,96120.0,94.0,5.968085106382978,35.0,95580.0,865.0,1.0,13.0,13.0,81,16.876543209876544,1080580.0,96985.0,95.0,11256.041666666666,1010.2604166666666,47.0,0.84375,1
PRV51120,No,52000.0,7476.0,7.0,4.142857142857143,6.0,0.0,0.0,0.0,0.0,0.0,7,17.0,52000.0,7476.0,7.0,6500.0,934.5,7.0,0.875,0
PRV51121,No,81000.0,6408.0,6.0,6.5,10.0,80.0,0.0,1.0,0.0,0.0,7,17.571428571428573,81080.0,6408.0,7.0,10135.0,801.0,3.0,0.875,0
PRV51122,No,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,7.0,0.0,0.0,7,19.142857142857142,1120.0,0.0,7.0,140.0,0.0,0.0,0.875,0
PRV51123,No,9000.0,2136.0,2.0,2.5,4.0,17910.0,40.0,29.0,2.4827586206896552,20.0,28,17.857142857142858,26910.0,2176.0,31.0,840.9375,68.0,0.06666666666666667,0.875,0
PRV51125,No,110000.0,12816.0,12.0,4.333333333333333,11.0,21310.0,280.0,36.0,1.8611111111111112,20.0,32,17.90625,131310.0,13096.0,48.0,2679.795918367347,267.265306122449,0.32432432432432434,0.6530612244897959,0
PRV51126,Yes,177000.0,21360.0,20.0,6.5,28.0,0.0,0.0,0.0,0.0,0.0,14,16.785714285714285,177000.0,21360.0,20.0,8428.57142857143,1017.1428571428571,20.0,0.6666666666666666,1
PRV51128,No,90000.0,5340.0,5.0,6.4,12.0,12220.0,0.0,45.0,1.8888888888888888,20.0,38,17.473684210526315,102220.0,5340.0,50.0,2004.313725490196,104.70588235294117,0.10869565217391304,0.7450980392156863,0
PRV51129,No,0.0,0.0,0.0,0.0,0.0,22920.0,480.0,96.0,1.3541666666666667,20.0,65,17.846153846153847,22920.0,480.0,96.0,236.28865979381445,4.948453608247423,0.0,0.6701030927835051,0
PRV51130,No,0.0,0.0,0.0,0.0,0.0,4970.0,0.0,7.0,2.857142857142857,20.0,7,17.285714285714285,4970.0,0.0,7.0,621.25,0.0,0.0,0.875,0
PRV51131,No,0.0,0.0,0.0,0.0,0.0,1160.0,70.0,8.0,0.0,0.0,8,17.875,1160.0,70.0,8.0,128.88888888888889,7.777777777777778,0.0,0.8888888888888888,0
PRV51132,No,4000.0,1068.0,1.0,4.0,4.0,1330.0,0.0,7.0,1.4285714285714286,6.0,6,19.5,5330.0,1068.0,8.0,592.2222222222222,118.66666666666667,0.125,0.6666666666666666,0
PRV51134,No,0.0,0.0,0.0,0.0,0.0,7610.0,80.0,15.0,2.6666666666666665,20.0,12,18.333333333333332,7610.0,80.0,15.0,475.625,5.0,0.0,0.75,0
PRV51135,No,0.0,0.0,0.0,0.0,0.0,300.0,0.0,5.0,0.0,0.0,2,17.5,300.0,0.0,5.0,50.0,0.0,0.0,0.3333333333333333,0
PRV51136,No,20000.0,1068.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,20.0,20000.0,1068.0,1.0,10000.0,534.0,1.0,0.5,0
PRV51137,No,6000.0,1068.0,1.0,7.0,7.0,10050.0,280.0,54.0,0.07407407407407407,2.0,51,17.294117647058822,16050.0,1348.0,55.0,286.60714285714283,24.071428571428573,0.01818181818181818,0.9107142857142857,0
PRV51138,No,6000.0,1068.0,1.0,1.0,1.0,7430.0,0.0,25.0,1.56,20.0,21,18.428571428571427,13430.0,1068.0,26.0,497.4074074074074,39.55555555555556,0.038461538461538464,0.7777777777777778,0
PRV51139,No,41300.0,7476.0,7.0,3.857142857142857,8.0,11280.0,40.0,36.0,2.1944444444444446,20.0,42,17.595238095238095,52580.0,7516.0,43.0,1195.0,170.8181818181818,0.1891891891891892,0.9545454545454546,0
PRV51140,No,307400.0,49128.0,47.0,6.0212765957446805,29.0,145730.0,1290.0,440.0,1.6863636363636363,20.0,394,17.728426395939085,453130.0,50418.0,487.0,928.5450819672132,103.31557377049181,0.10657596371882086,0.8073770491803278,0
PRV51141,No,0.0,0.0,0.0,0.0,0.0,19490.0,170.0,71.0,1.732394366197183,20.0,37,18.405405405405407,19490.0,170.0,71.0,270.69444444444446,2.361111111111111,0.0,0.5138888888888888,0
PRV51142,No,97000.0,7476.0,7.0,7.428571428571429,22.0,7570.0,60.0,44.0,1.0454545454545454,20.0,38,17.842105263157894,104570.0,7536.0,51.0,2010.9615384615386,144.92307692307693,0.15555555555555556,0.7307692307692307,0
PRV51143,No,0.0,0.0,0.0,0.0,0.0,20450.0,350.0,77.0,0.987012987012987,20.0,68,18.044117647058822,20450.0,350.0,77.0,262.1794871794872,4.487179487179487,0.0,0.8717948717948718,0
PRV51144,No,53000.0,4272.0,4.0,5.0,13.0,8220.0,220.0,26.0,1.3076923076923077,20.0,29,17.75862068965517,61220.0,4492.0,30.0,1974.8387096774193,144.90322580645162,0.14814814814814814,0.9354838709677419,0
PRV51145,Yes,1600600.0,166608.0,161.0,5.937888198757764,35.0,5750.0,140.0,41.0,0.8292682926829268,20.0,161,17.273291925465838,1606350.0,166748.0,202.0,7913.054187192119,821.4187192118227,3.8333333333333335,0.7931034482758621,1
PRV51146,Yes,1618200.0,170880.0,162.0,5.049382716049383,30.0,62710.0,790.0,190.0,2.036842105263158,20.0,334,17.251497005988025,1680910.0,171670.0,352.0,4761.784702549575,486.3172804532578,0.8481675392670157,0.9461756373937678,1
PRV51147,No,0.0,0.0,0.0,0.0,0.0,8860.0,210.0,32.0,2.5,20.0,32,18.34375,8860.0,210.0,32.0,268.4848484848485,6.363636363636363,0.0,0.9696969696969697,0
PRV51148,Yes,398400.0,35244.0,34.0,4.029411764705882,15.0,90260.0,1050.0,296.0,1.597972972972973,20.0,263,17.627376425855513,488660.0,36294.0,330.0,1476.3141993957704,109.64954682779457,0.11447811447811448,0.7945619335347432,1
PRV51149,Yes,1113000.0,123888.0,116.0,5.612068965517241,26.0,7680.0,70.0,32.0,1.34375,20.0,136,16.66176470588235,1120680.0,123958.0,148.0,7521.342281879195,831.9328859060403,3.515151515151515,0.912751677852349,1
PRV51151,No,142000.0,22428.0,22.0,4.181818181818182,9.0,59300.0,870.0,211.0,1.4360189573459716,20.0,225,17.377777777777776,201300.0,23298.0,233.0,860.2564102564103,99.56410256410257,0.10377358490566038,0.9615384615384616,0
PRV51152,No,0.0,0.0,0.0,0.0,0.0,25770.0,500.0,83.0,1.7228915662650603,20.0,39,17.871794871794872,25770.0,500.0,83.0,306.7857142857143,5.9523809523809526,0.0,0.4642857142857143,0
PRV51153,No,51000.0,4272.0,4.0,8.75,15.0,20490.0,630.0,83.0,1.0481927710843373,20.0,83,17.542168674698797,71490.0,4902.0,87.0,812.3863636363636,55.70454545454545,0.047619047619047616,0.9431818181818182,0
PRV51154,No,0.0,0.0,0.0,0.0,0.0,45750.0,790.0,161.0,1.3229813664596273,20.0,147,17.666666666666668,45750.0,790.0,161.0,282.4074074074074,4.8765432098765435,0.0,0.9074074074074074,0
PRV51155,No,0.0,0.0,0.0,0.0,0.0,26330.0,160.0,115.0,1.0434782608695652,20.0,110,17.9,26330.0,160.0,115.0,226.98275862068965,1.3793103448275863,0.0,0.9482758620689655,0
PRV51156,No,0.0,0.0,0.0,0.0,0.0,140640.0,1720.0,542.0,1.367158671586716,20.0,425,18.04470588235294,140640.0,1720.0,542.0,259.0055248618784,3.167587476979742,0.0,0.7826887661141805,0
PRV51159,Yes,635660.0,69420.0,65.0,5.630769230769231,35.0,162130.0,1030.0,504.0,1.2380952380952381,20.0,506,17.73715415019763,797790.0,70450.0,569.0,1399.6315789473683,123.59649122807018,0.12871287128712872,0.887719298245614,1
PRV51160,No,866000.0,96120.0,90.0,5.655555555555556,30.0,6020.0,20.0,24.0,1.9583333333333333,20.0,110,16.6,872020.0,96140.0,114.0,7582.782608695652,836.0,3.6,0.9565217391304348,0
